show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,year_added,no_of_seasons
s5,TV Show,Kota Factory,Unknown director,Jitendra Kumar,India,2021-09-24,2021,TV-MA,International TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Jitendra Kumar,India,2021-09-24,2021,TV-MA,Romantic TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Jitendra Kumar,India,2021-09-24,2021,TV-MA,TV Comedies,2021,2
s5,TV Show,Kota Factory,Unknown director,Ranjan Raj,India,2021-09-24,2021,TV-MA,International TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Ranjan Raj,India,2021-09-24,2021,TV-MA,Romantic TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Ranjan Raj,India,2021-09-24,2021,TV-MA,TV Comedies,2021,2
s5,TV Show,Kota Factory,Unknown director,Alam Khan,India,2021-09-24,2021,TV-MA,International TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Alam Khan,India,2021-09-24,2021,TV-MA,Romantic TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Alam Khan,India,2021-09-24,2021,TV-MA,TV Comedies,2021,2
s5,TV Show,Kota Factory,Unknown director,Ahsaas Channa,India,2021-09-24,2021,TV-MA,International TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Ahsaas Channa,India,2021-09-24,2021,TV-MA,Romantic TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Ahsaas Channa,India,2021-09-24,2021,TV-MA,TV Comedies,2021,2
s5,TV Show,Kota Factory,Unknown director,Revathi Pillai,India,2021-09-24,2021,TV-MA,International TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Revathi Pillai,India,2021-09-24,2021,TV-MA,Romantic TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Revathi Pillai,India,2021-09-24,2021,TV-MA,TV Comedies,2021,2
s5,TV Show,Kota Factory,Unknown director,Urvi Singh,India,2021-09-24,2021,TV-MA,International TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Urvi Singh,India,2021-09-24,2021,TV-MA,Romantic TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Urvi Singh,India,2021-09-24,2021,TV-MA,TV Comedies,2021,2
s5,TV Show,Kota Factory,Unknown director,Arun Kumar,India,2021-09-24,2021,TV-MA,International TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Arun Kumar,India,2021-09-24,2021,TV-MA,Romantic TV Shows,2021,2
s5,TV Show,Kota Factory,Unknown director,Arun Kumar,India,2021-09-24,2021,TV-MA,TV Comedies,2021,2
s6,TV Show,Midnight Mass,Mike Flanagan,Kate Siegel,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Kate Siegel,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Kate Siegel,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Zach Gilford,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Zach Gilford,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Zach Gilford,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Hamish Linklater,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Hamish Linklater,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Hamish Linklater,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Henry Thomas,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Henry Thomas,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Henry Thomas,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Kristin Lehman,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Kristin Lehman,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Kristin Lehman,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Samantha Sloyan,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Samantha Sloyan,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Samantha Sloyan,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Igby Rigney,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Igby Rigney,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Igby Rigney,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Rahul Kohli,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Rahul Kohli,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Rahul Kohli,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Annarah Cymone,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Annarah Cymone,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Annarah Cymone,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Annabeth Gish,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Annabeth Gish,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Annabeth Gish,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Alex Essoe,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Alex Essoe,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Alex Essoe,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Rahul Abburi,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Rahul Abburi,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Rahul Abburi,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Matt Biedel,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Matt Biedel,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Matt Biedel,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Michael Trucco,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Michael Trucco,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Michael Trucco,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Crystal Balint,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Crystal Balint,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Crystal Balint,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Louis Oliver,Unknown,2021-09-24,2021,TV-MA,TV Dramas,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Louis Oliver,Unknown,2021-09-24,2021,TV-MA,TV Horror,2021,1
s6,TV Show,Midnight Mass,Mike Flanagan,Louis Oliver,Unknown,2021-09-24,2021,TV-MA,TV Mysteries,2021,1
s9,TV Show,The Great British Baking Show,Andy Devonshire,Mel Giedroyc,United Kingdom,2021-09-24,2021,TV-14,British TV Shows,2021,9
s9,TV Show,The Great British Baking Show,Andy Devonshire,Mel Giedroyc,United Kingdom,2021-09-24,2021,TV-14,Reality TV,2021,9
s9,TV Show,The Great British Baking Show,Andy Devonshire,Sue Perkins,United Kingdom,2021-09-24,2021,TV-14,British TV Shows,2021,9
s9,TV Show,The Great British Baking Show,Andy Devonshire,Sue Perkins,United Kingdom,2021-09-24,2021,TV-14,Reality TV,2021,9
s9,TV Show,The Great British Baking Show,Andy Devonshire,Mary Berry,United Kingdom,2021-09-24,2021,TV-14,British TV Shows,2021,9
s9,TV Show,The Great British Baking Show,Andy Devonshire,Mary Berry,United Kingdom,2021-09-24,2021,TV-14,Reality TV,2021,9
s9,TV Show,The Great British Baking Show,Andy Devonshire,Paul Hollywood,United Kingdom,2021-09-24,2021,TV-14,British TV Shows,2021,9
s9,TV Show,The Great British Baking Show,Andy Devonshire,Paul Hollywood,United Kingdom,2021-09-24,2021,TV-14,Reality TV,2021,9
s11,TV Show,"Vendetta: Truth, Lies and The Mafia",Unknown director,Unknown actors,Unknown,2021-09-24,2021,TV-MA,Crime TV Shows,2021,1
s11,TV Show,"Vendetta: Truth, Lies and The Mafia",Unknown director,Unknown actors,Unknown,2021-09-24,2021,TV-MA,Docuseries,2021,1
s11,TV Show,"Vendetta: Truth, Lies and The Mafia",Unknown director,Unknown actors,Unknown,2021-09-24,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sukollawat Kanarot,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sukollawat Kanarot,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sukollawat Kanarot,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sushar Manaying,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sushar Manaying,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sushar Manaying,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pavarit Mongkolpisit,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pavarit Mongkolpisit,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pavarit Mongkolpisit,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sahajak Boonthanakit,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sahajak Boonthanakit,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sahajak Boonthanakit,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suthipongse Thatphithakkul,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suthipongse Thatphithakkul,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suthipongse Thatphithakkul,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Bhasaworn Bawronkirati,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Bhasaworn Bawronkirati,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Bhasaworn Bawronkirati,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Daweerit Chullasapya,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Daweerit Chullasapya,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Daweerit Chullasapya,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Waratthaya Wongchayaporn,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Waratthaya Wongchayaporn,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Waratthaya Wongchayaporn,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittiphoom Wongpentak,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittiphoom Wongpentak,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittiphoom Wongpentak,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Abhicha Thanachanun,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Abhicha Thanachanun,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Abhicha Thanachanun,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Nophand Boonyai,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Nophand Boonyai,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Nophand Boonyai,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittipong Khamsat,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittipong Khamsat,Unknown,2021-09-23,2021,TV-MA,International TV Shows,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittipong Khamsat,Unknown,2021-09-23,2021,TV-MA,TV Action & Adventure,2021,1
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Arisara Wongchalee,Unknown,2021-09-23,2021,TV-MA,Crime TV Shows,2021,1
